what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1371642128611
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1371642132246
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1371642132664
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371642147987
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371642149204
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371642213524
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371642214024
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371642955971
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371643025251
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371643225837
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371643513787
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371643603450
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371643607842
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371644718845
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1371644738822
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1371644814481
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371644868563
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371646307821
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1371646309129
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1371646309852
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371646311498
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371646377379
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371646379686
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371646385875
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371646398793
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1371646411256
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371646413349
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371646419971
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371646442560
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1371646445127
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371646455179
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371646522325
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1371646530478
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371646532321
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371646640124
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371646646142
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371646661157
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371646665587
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371646679222
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371646707788
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371646709771
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371646721743
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1371646728249
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371646729420
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371646739051
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371646756518
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371646766963
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371646789989
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371646791932
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371646808558
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1371646810642
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371646813320
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371646825793
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371646828171
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371646837549
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371646864986
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371646866127
started,bundle,org.eclipse.emf.mint,0.9.0.v201006142335,"org.eclipse.emf.mint",1371646866157
started,bundle,org.eclipse.emf.mint.ui,0.9.0.v201006142335,"org.eclipse.emf.mint.ui",1371646866159
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1371646870951
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371646873621
closed,editor,com.aptana.ide.server.portal,2.0.0.1278523018,"com.aptana.ide.server.portal.ui.MyAptanaEditor",1371646873649
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1371646875977
started,bundle,org.eclipse.papyrus.export,0.8.2.v201202150957,"org.eclipse.papyrus.export",1371646881693
opened,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1371646881801
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1371646881873
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1371646895417
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1371646904329
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371646905737
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371646909395
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371646920454
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1371646922991
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1371646937373
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1371646938739
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1371646942564
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371646943850
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371646946411
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371646956781
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1371646959762
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1371646964418
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371646965720
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371646967003
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371646978630
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1371646980166
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1371647008557
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371647009682
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371647010779
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371647258558
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1371647294749
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371647297482
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371647317755
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371647334948
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1371647345953
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371647347119
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371647348355
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371647350436
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371647361329
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371647376123
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371647377409
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371647388658
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1371647393219
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1371647401158
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1371647416988
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371647432276
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371647438451
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371647451570
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1371647457665
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371647458208
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371647459442
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371647467118
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1371647468413
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1371647472455
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371647473692
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371647477947
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371647486839
