what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371655150770
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371655154615
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371655155661
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371655156745
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371655157078
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371655161869
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371655161881
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371655179160
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371655182980
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371655184368
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371655190364
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371655321758
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1371655325001
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1371655325342
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1371655328407
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1371655328463
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371655333957
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371655335440
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371655335444
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371655340310
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371655341468
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371655342818
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371655343148
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371655353135
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371655353142
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371655369704
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1371655373557
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371655375132
