what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371660251844
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1371660254699
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371660256684
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371660489702
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1371660556613
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1371660583587
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371660584932
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1371660585895
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371660591962
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1371660601676
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371660614156
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371660621263
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1371660709394
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1371660709572
executed,command,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.edit.text.java.toggle.comment",1371660716733
executed,command,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.edit.text.java.toggle.comment",1371660730325
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1371660775428
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1371660779595
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371660787017
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371660842471
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371660862085
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371660868077
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371660893683
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1371660935020
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371660936149
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1371660937534
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371660963961
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371660966173
